20 Jul 2024 04:00:00.000000000,20 Jul 2024 04:00:50.000000000,20 Jul 2024 04:01:40.000000000,20 Jul 2024 04:02:30.000000000,20 Jul 2024 04:03:20.000000000,20 Jul 2024 04:04:10.000000000,20 Jul 2024 04:05:00.000000000,20 Jul 2024 04:05:50.000000000,20 Jul 2024 04:06:40.000000000,20 Jul 2024 04:07:30.000000000,20 Jul 2024 04:08:20.000000000,20 Jul 2024 04:09:10.000000000,20 Jul 2024 04:10:00.000000000,20 Jul 2024 04:10:50.000000000,20 Jul 2024 04:11:40.000000000,20 Jul 2024 04:12:30.000000000,20 Jul 2024 04:13:20.000000000,20 Jul 2024 04:14:10.000000000,20 Jul 2024 04:15:00.000000000,20 Jul 2024 04:15:50.000000000,20 Jul 2024 04:16:40.000000000,20 Jul 2024 04:17:30.000000000,20 Jul 2024 04:18:20.000000000,20 Jul 2024 04:19:10.000000000,20 Jul 2024 04:20:00.000000000,20 Jul 2024 04:20:50.000000000,20 Jul 2024 04:21:40.000000000,20 Jul 2024 04:22:30.000000000,20 Jul 2024 04:23:20.000000000,20 Jul 2024 04:24:10.000000000,20 Jul 2024 04:25:00.000000000,20 Jul 2024 04:25:50.000000000,20 Jul 2024 04:26:40.000000000,20 Jul 2024 04:27:30.000000000,20 Jul 2024 04:28:20.000000000,20 Jul 2024 04:29:10.000000000,20 Jul 2024 04:30:00.000000000,20 Jul 2024 04:30:50.000000000,20 Jul 2024 04:31:40.000000000,20 Jul 2024 04:32:30.000000000,20 Jul 2024 04:33:20.000000000,20 Jul 2024 04:34:10.000000000,20 Jul 2024 04:35:00.000000000,20 Jul 2024 04:35:50.000000000,20 Jul 2024 04:36:40.000000000,20 Jul 2024 04:37:30.000000000,20 Jul 2024 04:38:20.000000000,20 Jul 2024 04:39:10.000000000,20 Jul 2024 04:40:00.000000000,20 Jul 2024 04:40:50.000000000,20 Jul 2024 04:41:40.000000000,20 Jul 2024 04:42:30.000000000,20 Jul 2024 04:43:20.000000000,20 Jul 2024 04:44:10.000000000,20 Jul 2024 04:45:00.000000000,20 Jul 2024 04:45:50.000000000,20 Jul 2024 04:46:40.000000000,20 Jul 2024 04:47:30.000000000,20 Jul 2024 04:48:20.000000000,20 Jul 2024 04:49:10.000000000,20 Jul 2024 04:50:00.000000000
50.723387264034706,49.27529058653694,47.82037164271388,46.35826946213498,44.88856411164892,43.41077257158498,41.92434503036135,40.42865109340276,38.92298167433186,37.40653177859975,35.878389761856596,34.337522318760776,32.78275641825549,31.212759341665244,29.626005217940214,28.02075392790336,26.39500520867299,24.746453064504347,23.072427539711473,21.369822734505394,19.63500726163513,17.863712131376847,16.050889415897014,14.190534957196125,12.275450484172408,10.29696084756554,8.24452276816241,6.105227661455276,3.8631477968757246,1.4984786062460114,-1.0135826368513527,-3.7042843469415563,-6.61313184762603,-9.789993518071778,-13.297109506797735,-17.209729302143945,-21.611848562212057,-26.578004793424682,-32.12024237987892,-38.059292829157066,-43.77717877934051,-47.96307053055592,-48.97861347755884,-46.30967303388924,-41.18532803954146,-35.220045400694026,-29.394763089331413,-24.08905983496766,-19.371076650566213,-15.189151559460527,-11.459840801495572,-8.10141985165602,-5.044006008386891,-2.230885264611782,0.3830590889548831,2.8334970003071307,5.148667059323652,7.351034280316519,9.458590922842049,11.485856175495446,13.444638647809288
48.17799372196196,46.77479461959019,45.363705650761595,43.944484838860916,42.51682421166492,41.08034750180354,39.63460653171077,38.17907802104656,36.71314998801813,35.236124399092226,33.747200182602654,32.24546309622965,30.72987145188509,29.19923909268809,27.65221515552429,26.087261750902673,24.502618769292365,22.896280309211658,21.265948223957114,19.608986995236165,17.922368897669138,16.20261024487206,14.445698194600455,12.64700842668345,10.801215718649907,8.90220273131103,6.942978412269873,4.915628480661953,2.8113401859048595,0.6205782299299868,-1.6664513106637588,-4.058811366636059,-6.562918695585118,-9.179063951273628,-11.895439400765309,-14.678545791427172,-17.45939351209992,-20.117073286493543,-22.46721293536408,-24.271172600051877,-25.284470661675183,-25.34145980432357,-24.43039159569164,-22.69937359443156,-20.38792135235762,-17.739791014386732,-14.948352183942491,-12.142873749925863,-9.398374523549629,-6.752092839304693,-4.217889932278062,-1.796456090206828,0.5182700987194894,2.7353226994490636,4.8646401752842365,6.915969031893751,8.898352255055821,10.819928236978837,12.687894847828924,14.508555208197794,16.287399305787417
48.06793374866073,46.71063952702715,45.34503417857197,43.971045125298645,42.58853431480409,41.197298611601724,39.797069041390856,38.38751058791042,36.9682125727597,35.53869451006869,34.09839421250869,32.646662945071455,31.182757614489244,29.705831559596803,28.21492385348359,26.70894704263657,25.186674958134258,23.646720630960413,22.08752946705603,20.50735485686651,18.904241914113843,17.276010844914584,15.620244052136409,13.93428102939142,12.215227621248177,10.459990166239995,8.66535114330039,6.828112292805883,4.945345264545524,3.0148104842892045,1.0356338466055146,-0.9906318063487733,-3.058392750398425,-5.155657221233616,-7.260761120482277,-9.338251535792248,-11.33439170714462,-13.173839234769002,-14.76019132439787,-15.984072949247349,-16.740901603220742,-16.955579470263164,-16.604484690535,-15.723123982187753,-14.394850922993065,-12.727297948646395,-10.82846923438588,-8.790904596199004,-6.6853785588376615,-4.5614583828225035,-2.4512640200846167,-0.37399232563277574,1.6600772469757754,3.6465139446638983,5.584526553340318,7.475478162317565,9.321915900782631,11.1269574646394,12.893914915837966,14.626072350435035,16.326561367372587
52.99214501651034,51.61000563858923,50.21995796413889,48.82198323131836,47.41599120244965,46.001822538127485,44.579251257540975,43.1479773787457,41.70763481369033,40.25778118379141,38.79789447943226,37.32736647755323,35.84549442108506,34.35147247690488,32.84437229613683,31.323138254922693,29.786562376072403,28.23326423639341,26.661664820620167,25.06995517809837,23.456058824758024,21.81758660574475,20.15178427112179,18.455460185579575,16.724917858679472,14.95585534035647,13.143255771489638,11.28125650224047,9.362997899730361,7.38045431793771,5.324256328336521,3.1835266189308755,0.9457778563703388,-1.4030299370271537,-3.8780830371674235,-6.494601921161881,-9.265373674172869,-12.195805588565145,-15.274690782116044,-18.45838523388147,-21.64666486080447,-24.653739194654094,-27.191324565910435,-28.90034382924143,-29.46318427503448,-28.757830063031335,-26.92928811112235,-24.3059526916732,-21.244656823313367,-18.025234279297596,-14.824803314452375,-11.737098568846815,-8.801589259750623,-6.02700845591893,-3.4065867510175685,-0.9268030908146747,1.4279303649964283,3.672969387106975,5.822419005969313,7.888779058547437,9.882915194434373
51.81327143601217,50.5542887903697,49.28484806729973,48.00534870275828,46.71610516734276,45.417354064934564,44.109259804370346,42.79192064082455,41.46536552814787,40.12956614079582,38.78443188247024,37.42981215442746,36.065496294678034,34.69121286985711,33.306628396517944,31.911347106208844,30.50490273706163,29.086765318253036,27.65633280115276,26.212930618910036,24.755810561009554,23.284151171646954,21.79706068283184,20.29358394761815,18.772715490916262,17.233421726289443,15.674676708418213,14.095517651275564,12.495129030046549,10.872967621894553,9.228945543937003,7.5636943318603045,5.878940163299468,4.178027492684374,2.466633069218795,0.753709074470361,-0.9473290726581646,-2.6171981132819426,-4.22930359354423,-5.748559774197901,-7.131067248236848,-8.325469558884658,-9.276713985314066,-9.932542035397397,-10.251799315960772,-10.212407929854706,-9.816137387744295,-9.088219056339954,-8.071973621303194,-6.8205986832248024,-5.388999043710958,-3.8276351373556934,-2.1791374821450975,-0.47724040962613384,1.2527183014859573,2.992531527723968,4.7296646127311535,6.455861822280941,8.165987628529923,9.857116597493983,11.527839372047458
-48.85013169774255,-40.37459467993004,-46.14764762735788,-42.68408813089747,-45.35910733879024,-39.26622850360202,-36.73779131251237,-42.11537878027476,-29.82225769725532,-29.065857126054308,-32.920482403114086,-36.14913305391095,-20.68430806675944,-32.0984915167617,-30.280574179563523,-32.060175845995445,-28.65996991417388,-18.25203778704343,-16.934448680815887,-25.411228576872414,-14.693124368229082,-13.134695442524816,-18.567098541647265,-16.380496097604404,-8.755967882662826,-7.268987371881545,-1.9675307873177121,-9.610835574002907,-3.7148860300670012,2.11082893812076,0.30571158839408763,4.7067954836237185,8.697827953949023,12.199513748995193,16.52233233598147,19.833081588703532,25.632409077268687,23.389622353886473,35.20260905111465,44.055375252362985,36.008864597871025,48.17242898844274,31.306621055802854,56.94276235348672,18.586680346963025,24.308788116016693,29.54907910299085,24.44363723104928,5.027201640781033,3.212160198826598,-1.5117361388132704,13.315639002992521,14.425153783316023,-2.070588284220437,11.695078678823501,-3.5701932679153714,-15.46446728518001,-13.218169636964621,-8.367639232520279,-13.957601223730517,-16.062897239993866
-47.501894294467064,-23.855073053521412,-45.727553164536786,-57.791194024561776,-50.720083925781175,-50.13934148146314,-44.56237591960538,-31.582357193975135,-44.79475357901597,-26.298762019735605,-39.559165635891624,-37.47639427955422,-13.587244901821263,-22.737114906745553,-29.510388251298217,-40.234917788860834,-36.60473702208268,-7.261348767856778,-19.323203498937694,-21.016863342438704,-1.6806047160243538,-10.596955681499068,2.0521806430353884,-21.103889903974935,-0.6866879602968303,-10.953996616767128,-7.299277299634163,-0.6039839135777861,1.0642270437506045,-0.5819777859828587,5.640639943966539,2.9139643629709893,5.2664494652689005,9.384838917702334,9.917266740767309,12.55054440725741,8.467848696759075,30.23445606194604,33.09206926994106,3.2080841563904197,28.689279936779183,34.096752726911326,17.01848082968728,5.400619336408334,-8.92150728233778,33.16466323013791,-19.67183639010242,-5.410019508856605,5.733874283092143,24.93976246611769,-18.88505735161491,21.15189130186727,3.870545463743112,-32.63710659203707,-9.839067366168086,-12.694730349042532,3.479735724416877,-10.422279081073578,-16.990834193980653,-20.07590120268531,-25.479638220514598
-49.36664786757539,-47.98951995281245,-48.1961013813885,-50.0823048022655,-40.888285645496154,-44.46217896467313,-31.38877329402971,-31.44754918317779,-31.955857892658752,-34.98874474527798,-33.7858004671632,-29.603353567337013,-27.41232441265731,-29.142799964173467,-24.061605537700288,-27.728797824972588,-27.52096471663107,-19.57146015844413,-20.7206474348506,-20.56305440926319,-18.89414247815744,-16.4232201615989,-9.857588392915083,-12.283237931113613,-11.654293329483387,-10.370416745242416,-7.792205861699629,-6.2898809506794855,-4.798019239292839,-2.8976133379007973,-0.6597211101052579,0.17158026994840325,1.7226381822932133,4.6813116884883605,5.693484452067301,6.753660267438665,10.576529445953804,4.808071975653461,8.1286699595196,23.407743582521146,30.742456847026403,19.328609478586603,26.287349382105667,18.64725743313185,-12.045863118977124,20.3023695364742,12.9676914491519,-2.5048467547901505,20.749958414093893,-4.540418829445441,-9.192466688715077,-4.713692740279712,-2.8897753611299613,-6.022077102661207,4.623277622669584,-6.698124570533408,-7.330903377622196,-14.44597112270789,-14.357129815013895,-18.283526832362632,-17.024533173822398
-52.06560047530864,-50.49169345053458,-49.11843931782057,-47.703802660626906,-46.265854237195036,-44.865890808217124,-43.37036403457764,-41.956605111037405,-40.506556675428484,-39.0615312589906,-37.573134770411286,-36.11695878051899,-34.65531577941803,-33.146696467495026,-31.67410326438851,-30.1153312763768,-28.49018600432605,-26.99535984805979,-25.453525373827077,-23.657099264503696,-22.03386949198181,-20.709506077282633,-19.0106482871446,-16.77057144999123,-15.287997234312703,-13.53350706452885,-11.819774137313233,-10.175375968466588,-8.084726732481977,-6.026637390988765,-3.765911043779275,-1.40266735426715,0.6446114324119643,3.045506735094375,5.572556948936467,8.74587750800295,11.529003141758515,13.415057522009855,16.849261934075848,19.67163541565048,22.01290789052967,24.237677589608992,33.60600717463318,27.44122254973803,28.50934222230498,25.478390658805317,23.13524880529672,20.92226932968359,18.664531359590516,14.296423785112491,12.041777323556385,8.893310490288254,6.477068596910592,3.741731610207319,0.7626665756533092,-1.0026174634460288,-3.451250572322529,-5.733141231384299,-7.615914474334619,-9.553141825508146,-11.418949793875102
-53.69546126237028,-48.746994497695496,-47.70159730219942,-48.743521758229534,-48.5234668754007,-37.817845110413764,-45.61211497672253,-44.054773517645515,-38.968654455078074,-38.76248622404013,-39.205493092538106,-33.62769988492113,-27.59650014617523,-33.026823161096914,-30.816790039090684,-31.199474365516075,-29.38363662251742,-28.061937477128094,-26.573408902204804,-24.317827735372394,-23.57031578352835,-18.904320297841412,-17.22922767662891,-14.739878380189007,-16.045933519459318,-13.292060979596458,-14.407565103546437,-12.665355125208022,-12.304569307358515,-11.225389721408458,-2.734225443437524,0.37533002129332244,-0.9041651428753277,-3.2851828214977643,-0.31846938955815024,0.6221933238529072,-2.1341517676536252,-1.0023371080125578,15.078427923373596,1.353725336551608,4.977387285408467,16.55774652800036,7.222326480257597,19.039142790121186,-16.35267070411819,3.9159960123352784,9.292313418138118,23.480068313081787,-2.390010970477203,5.192243536506119,24.306488351504743,-1.6095091722349375,4.530700272553769,4.263306533632165,-2.6460049752769534,2.8621180388382266,-6.441233749305547,-6.0698242822793995,-8.590241515347353,-11.384449687575167,-14.958153650051875
